epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,197.648,2.1599,3.60751,2.98074,2.31591,0.83107,0.06659,0.04141,0.01622,0.79773,0.0353,0.01389,0.00574,2.00948,4.60727,35.0757,2.50498,0.000128918,0.000128918,0.000128918
12,214.08,2.28419,3.46788,3.37292,2.48725,0.79267,0.10389,0.01986,0.01153,0.79152,0.09587,0.01634,0.00768,1.67391,3.97086,46.7026,2.22767,0.000131759,0.000131759,0.000131759
13,229.691,2.07783,3.51734,3.24735,2.25465,0.79267,0.10389,0.01986,0.01153,0.79152,0.09587,0.01634,0.00768,1.67391,3.97086,46.7026,2.22767,0.000133016,0.000133016,0.000133016
14,245.234,1.75791,3.29154,2.84078,2.03784,0.96825,0.06217,0.07425,0.04885,0.95289,0.05014,0.04594,0.01384,1.55381,3.83681,16.0073,2.125,0.000132688,0.000132688,0.000132688
15,261.172,2.09189,3.46953,3.13667,2.19157,0.96825,0.06217,0.07425,0.04885,0.95289,0.05014,0.04594,0.01384,1.55381,3.83681,16.0073,2.125,0.000130775,0.000130775,0.000130775
16,278.345,1.55082,3.69072,3.28022,1.99724,0.98511,0.1063,0.10529,0.06441,0.97531,0.09547,0.08226,0.03909,1.5439,3.68051,12.0759,2.18467,0.000127277,0.000127277,0.000127277
17,294.817,1.58932,3.37306,3.56712,2.04959,0.98511,0.1063,0.10529,0.06441,0.97531,0.09547,0.08226,0.03909,1.5439,3.68051,12.0759,2.18467,0.000122194,0.000122194,0.000122194
18,311.114,1.51834,3.2477,3.48621,2.00022,0.62482,0.06175,0.07504,0.04101,0.60294,0.04212,0.03731,0.01167,1.68479,3.96777,4.65439,2.21536,0.000115527,0.000115527,0.000115527
19,326.707,1.59257,3.1204,3.08563,2.11044,0.62482,0.06175,0.07504,0.04101,0.60294,0.04212,0.03731,0.01167,1.68479,3.96777,4.65439,2.21536,0.000107275,0.000107275,0.000107275
20,342.155,1.59876,3.1273,2.96883,2.0778,0.62482,0.06175,0.07504,0.04101,0.60294,0.04212,0.03731,0.01167,1.68479,3.96777,4.65439,2.21536,9.7438e-05,9.7438e-05,9.7438e-05
21,357.747,1.55694,3.00356,2.90573,2.0496,0.65523,0.13965,0.10945,0.05472,0.74348,0.08249,0.0581,0.0153,1.61567,4.07384,3.81135,2.22612,8.60163e-05,8.60163e-05,8.60163e-05
22,373.262,1.54777,2.69318,2.74643,1.89565,0.65523,0.13965,0.10945,0.05472,0.74348,0.08249,0.0581,0.0153,1.61567,4.07384,3.81135,2.22612,7.30098e-05,7.30098e-05,7.30098e-05
23,388.755,1.41814,2.78598,2.79027,1.89545,0.65523,0.13965,0.10945,0.05472,0.74348,0.08249,0.0581,0.0153,1.61567,4.07384,3.81135,2.22612,5.84185e-05,5.84185e-05,5.84185e-05
24,404.425,1.33367,2.60762,2.74895,1.90323,0.76128,0.1656,0.12211,0.06915,0.74231,0.1391,0.09303,0.02989,1.54386,3.47876,3.92296,2.071,4.22424e-05,4.22424e-05,4.22424e-05
25,419.849,1.27998,2.45235,2.38984,1.78503,0.76128,0.1656,0.12211,0.06915,0.74231,0.1391,0.09303,0.02989,1.54386,3.47876,3.92296,2.071,2.44816e-05,2.44816e-05,2.44816e-05
